,Name,Location,Area,JobId,JobType,Link,Department,PrivateAdvertiser,Featured,Datetime,Class,Subclass,Remark
104,Accounts & Office Admin,Auckland,Manukau & East Auckland,50598827,standard,https://www.seek.co.nz/job/50598827?type=standard#searchRequestToken=44071084-8339-47ef-b2da-2bd4989a246d,Jadcup,0,0,2022-12-17 16:59,administration & office support,administrative assistants,
105,Operations Support,Auckland,Auckland Central,50605356,standout,https://www.seek.co.nz/job/50605356?type=standout#searchRequestToken=44071084-8339-47ef-b2da-2bd4989a246d,Bachcare,0,0,2022-12-18 16:59,administration & office support,administrative assistants,
106,Office / Client Administrator,Auckland,"Rodney & North ShoreRodney & North Shore,Includes life and health insurance",50590951,standout,https://www.seek.co.nz/job/50590951?type=standout#searchRequestToken=44071084-8339-47ef-b2da-2bd4989a246d,Perpetual Guardian,0,0,2022-12-14 16:59,nan,nan,includes life and health insurance
107,Receptionist,Auckland,Auckland Central,50613726,standout,https://www.seek.co.nz/job/50613726?type=standout#searchRequestToken=44071084-8339-47ef-b2da-2bd4989a246d,Gentle Chiropractic,0,0,2022-12-19 16:59,administration & office support,receptionists,
108,Building Support Services Officer,Taranaki,New Plymouth,50606335,standout,https://www.seek.co.nz/job/50606335?type=standout#searchRequestToken=44071084-8339-47ef-b2da-2bd4989a246d,New Plymouth District Council,0,0,2022-12-18 16:59,administration & office support,administrative assistants,
109,Logistics Administrator,Auckland,Auckland Central,50632494,standout,https://www.seek.co.nz/job/50632494?type=standout#searchRequestToken=44071084-8339-47ef-b2da-2bd4989a246d,Sharp Corporation of New Zealand Ltd,0,0,2022-12-21 16:59,administration & office support,administrative assistants,
110,Receptionist / Office Administration,Canterbury,Christchurch,50620963,promoted,https://www.seek.co.nz/job/50620963?type=promoted#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,foley group architecture,0,1,,administration & office support,receptionists,
111,First Impressions Manager/Administration,Tasman,Rest of Tasman,50504596,promoted,https://www.seek.co.nz/job/50504596?type=promoted#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,The Rent Shop,0,1,,administration & office support,receptionists,
112,Office Administrator / Kiripaepae,Bay of Plenty,"Rest of Bay of PlentyRest of Bay of Plenty,$20 - $24.99 per hour",50597146,standout,https://www.seek.co.nz/job/50597146?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Te Rūnanga of Ngāti Whakaue ki Maketū,0,0,2022-12-16 16:59,nan,nan,$20 - $24.99 per hour
113,Library Assistant,Auckland,Auckland Central,50584317,standard,https://www.seek.co.nz/job/50584317?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,The James Wallace Arts Trust,0,0,2022-12-13 16:59,administration & office support,records management & document control,
114,Gateway Administrator,Wellington,"Wellington CentralWellington Central,$20 - $24.99 per hour",50622030,standard,https://www.seek.co.nz/job/50622030?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,St Patrick's College Wellington,0,0,2022-12-20 16:59,nan,nan,$20 - $24.99 per hour
115,Customer Services & Admin Specialist,Southland,Invercargill,50597662,standout,https://www.seek.co.nz/job/50597662?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,SBA Invercargill,0,0,2022-12-17 16:59,administration & office support,client & sales administration,
116,Receptionist,Waikato,Hamilton,50599003,standout,https://www.seek.co.nz/job/50599003?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Affco NZ,0,0,2022-12-17 16:59,administration & office support,receptionists,
117,Receptionist/Administrator,Otago,Dunedin,50613709,standout,https://www.seek.co.nz/job/50613709?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Ryman Healthcare,0,0,2022-12-19 16:59,administration & office support,receptionists,
118,Receptionist,Bay of Plenty,Tauranga,50624451,standout,https://www.seek.co.nz/job/50624451?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Turners Group NZ Limited,0,0,2022-12-20 16:59,administration & office support,receptionists,
119,Client Liaison And Administration Superstar,Waikato,Rest of Waikato,50601202,standout,https://www.seek.co.nz/job/50601202?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Swarbricks,0,0,2022-12-18 16:59,administration & office support,client & sales administration,
120,Admin Assistant,Auckland,Auckland Central,50574918,standard,https://www.seek.co.nz/job/50574918?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Civix,0,0,2022-12-12 16:59,administration & office support,administrative assistants,
121,Office Assistant - Christchurch,Canterbury,Christchurch,50617365,standout,https://www.seek.co.nz/job/50617365?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Simpson Grierson,0,0,2022-12-19 16:59,administration & office support,administrative assistants,
122,Swim School Administrator,Tasman,Nelson,50614115,standout,https://www.seek.co.nz/job/50614115?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Community Leisure Management,0,0,2022-12-19 16:59,administration & office support,administrative assistants,
123,Judges Personal Assistant,Auckland,"Manukau & East AucklandManukau & East Auckland,$48,835 - $63,221",50616398,standout,https://www.seek.co.nz/job/50616398?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Ministry of Justice,0,0,2022-12-19 16:59,nan,nan,"$48,835 - $63,221"
124,Office Manager,Wellington,Wellington Central,50632238,standard,https://www.seek.co.nz/job/50632238?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Soundtech 2018 Ltd,0,0,2022-12-21 16:59,administration & office support,office management,
125,Executive Assistant,Canterbury,Timaru & South Canterbury,50629119,standard,https://www.seek.co.nz/job/50629119?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Alpine Energy,0,0,2022-12-21 16:59,administration & office support,"pa, ea & secretarial",
126,Admin/Reception - Permanent Role,Wellington,Hutt Valley,50489648,standout,https://www.seek.co.nz/job/50489648?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Hutt City Health Centres,0,0,2022-12-17 16:59,administration & office support,receptionists,
127,Office / Human Resource (Hr) Administrator,Canterbury,Christchurch,50622202,standout,https://www.seek.co.nz/job/50622202?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Three Sixty Consulting Ltd,0,0,2022-12-20 16:59,administration & office support,administrative assistants,
128,Service Coordinator,Canterbury,Christchurch,50615622,standard,https://www.seek.co.nz/job/50615622?type=standard#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,New Zealand Artificial Limb Service,0,0,2022-12-19 16:59,administration & office support,administrative assistants,
129,Receptionist / Administrator - Auckland Wide,Auckland,Auckland Central,50610371,standout,https://www.seek.co.nz/job/50610371?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Skin Institute,0,0,2022-12-18 16:59,administration & office support,receptionists,
130,Part Time Receptionist In Auckland Cbd,Auckland,Auckland Central,50597939,standout,https://www.seek.co.nz/job/50597939?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Rider Levett Bucknall,0,0,2022-12-17 16:59,administration & office support,receptionists,
131,Executive Assistant To The Chief Executive,Waikato,Hamilton,50635291,standout,https://www.seek.co.nz/job/50635291?type=standout#searchRequestToken=bf014cf6-2d43-4184-aacf-4d725771e4f2,Raukura Hauora O Tainui,0,0,2022-12-21 16:59,administration & office support,"pa, ea & secretarial",
132,Senior Administrator,Waikato,Hamilton,50551511,promoted,https://www.seek.co.nz/job/50551511?type=promoted#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,McCaw Lewis Lawyers Limited,0,1,,administration & office support,administrative assistants,
133,Office Administrators,Wellington,Wellington Central,50628972,promoted,https://www.seek.co.nz/job/50628972?type=promoted#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,SOLGM,0,1,,administration & office support,administrative assistants,
134,Student Services Administrator,Auckland,"Waitakere & West AucklandWaitakere & West Auckland,$20 - $29.99 per hour",50605903,standard,https://www.seek.co.nz/job/50605903?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hobsonville Primary School,0,0,2022-12-18 16:59,nan,nan,$20 - $29.99 per hour
135,Executive Assistant,Auckland,Manukau & East Auckland,50613522,standard,https://www.seek.co.nz/job/50613522?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,,1,0,2022-12-19 16:59,administration & office support,"pa, ea & secretarial",
136,Inpatient Booking Clerk,Waikato,Hamilton,50597562,standard,https://www.seek.co.nz/job/50597562?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Waikato District Health Board,0,0,2022-12-17 16:59,administration & office support,administrative assistants,
137,Office Administrator,Auckland,Auckland Central,50617719,standard,https://www.seek.co.nz/job/50617719?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hays Office Support,0,0,2022-12-19 16:59,administration & office support,administrative assistants,
138,Regional Coordinator - South Island,Canterbury,Christchurch,50621532,standard,https://www.seek.co.nz/job/50621532?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,New Zealand National Party,0,0,2022-12-20 16:59,administration & office support,administrative assistants,
139,Administrator Te Roopu Kaitiaki - Part Time,Wellington,Wellington Central,50621207,standout,https://www.seek.co.nz/job/50621207?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Capital and Coast District Health Board,0,0,2022-12-20 16:59,administration & office support,administrative assistants,
140,Environmental Group Administrator/Liquor Licensing Inspector,Canterbury,Timaru & South Canterbury,50613416,standout,https://www.seek.co.nz/job/50613416?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Timaru District Council,0,0,2022-12-19 16:59,administration & office support,"pa, ea & secretarial",
141,Part Time Administration Officer,Auckland,Manukau & East Auckland,50547920,standard,https://www.seek.co.nz/job/50547920?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Puhinui School,0,0,2022-12-07 16:59,administration & office support,administrative assistants,
142,Part-Time Weekend Receptionist - Mount Hot Pools,Bay of Plenty,Tauranga,50624583,standout,https://www.seek.co.nz/job/50624583?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Bay Venues Limited,0,0,2022-12-20 16:59,administration & office support,receptionists,
143,Board Secretary,Canterbury,Christchurch,50639339,standard,https://www.seek.co.nz/job/50639339?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,CES,0,0,2022-12-24 14:59,administration & office support,"pa, ea & secretarial",
144,Receptionist - Part Time,Waikato,Hamilton,50624082,standout,https://www.seek.co.nz/job/50624082?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Triangle Recruitment Ltd,0,0,2022-12-20 16:59,administration & office support,receptionists,
145,Office Manager,Wellington,Wellington Central,50604577,standard,https://www.seek.co.nz/job/50604577?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,inside,0,0,2022-12-17 16:59,administration & office support,office management,
146,Kaiāwhina Rau Tangata - Business Support Representative,Canterbury,Christchurch,50639878,standard,https://www.seek.co.nz/job/50639878?type=standard#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Te Runanga o Ngai Tahu,0,0,2022-12-24 16:00,administration & office support,receptionists,
147,Receptionist - Raglan Holiday Park Papahua (Casual) X2,Waikato,Rest of Waikato,50598196,standout,https://www.seek.co.nz/job/50598196?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Join Our Team,0,0,2022-12-17 16:59,administration & office support,receptionists,
148,Administration Manager,Wellington,"Hutt ValleyHutt Valley,$24-$28",50598322,standout,https://www.seek.co.nz/job/50598322?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hutt Valley Gymnastics,0,0,2022-12-17 16:59,nan,nan,$24-$28
149,Customer Service Administrator,Manawatu,Palmerston North,50594243,standout,https://www.seek.co.nz/job/50594243?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Universal Business Team Recruitment,0,0,2022-12-14 16:59,administration & office support,client & sales administration,
150,Receptionist/Duty Manager,Auckland,Rodney & North Shore,50596920,standout,https://www.seek.co.nz/job/50596920?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Hopper Developments,0,0,2022-12-16 16:59,administration & office support,receptionists,
151,Business Support Administrator,Manawatu,Rest of Manawatu,50616431,standout,https://www.seek.co.nz/job/50616431?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,DOWNER NZ,0,0,2022-12-19 16:59,administration & office support,contracts administration,
152,Estates Administrator,Otago,Dunedin,50622163,standout,https://www.seek.co.nz/job/50622163?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Gallaway Cook Allan Lawyers,0,0,2022-12-20 16:59,administration & office support,other,
153,Executive Assistant/ Support Co-Ordinator,Auckland,Manukau & East Auckland,50605201,standout,https://www.seek.co.nz/job/50605201?type=standout#searchRequestToken=67323112-4f2b-4678-8f5f-9509324f14b1,Sime Darby Motors Group,0,0,2022-12-18 16:59,administration & office support,"pa, ea & secretarial",
154,Customer Service Officer,Canterbury,Timaru & South Canterbury,50614282,promoted,https://www.seek.co.nz/job/50614282?type=promoted#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,CM Trailer Parts,0,1,,administration & office support,client & sales administration,
155,Business Support Administrator,Bay of Plenty,Tauranga,50591178,promoted,https://www.seek.co.nz/job/50591178?type=promoted#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,S&L Land Development and Design Specialists,0,1,,administration & office support,administrative assistants,
156,Branch And Events Administrator,Manawatu,"Palmerston NorthPalmerston North,Up to $27ph",50597675,standout,https://www.seek.co.nz/job/50597675?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Momentum Consulting Group,0,0,2022-12-17 16:59,nan,nan,up to $27ph
157,Office Administrator,Bay of Plenty,Rotorua,50571080,standard,https://www.seek.co.nz/job/50571080?type=standard#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Lewis Plumbing Co,0,0,2022-12-11 16:59,administration & office support,administrative assistants,
158,Frontline Media/Marketing Office Super Star,Otago,Queenstown & Wanaka,50605827,standout,https://www.seek.co.nz/job/50605827?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Wilkin River Jets,0,0,2022-12-18 16:59,administration & office support,administrative assistants,
159,Client Services Administrator (Dunedin),Otago,Dunedin,50601280,standout,https://www.seek.co.nz/job/50601280?type=standout#searchRequestToken=f0c27b5c-1a18-4e3a-a9af-d54a94cae061,Anderson Lloyd,0,0,2022-12-17 16:59,administration & office support,other,
